centrourbano;departamento;sector;ambito;grado;0años;1año;2años;3años;4años;5años;6años;7años;8años;9años;10años;11años;12años;13años;14años;15años;16años;17años;18años;19años;20años;21años;22años;23años;24años;25años;26años;27años;28años;29años;30añosymás;TotalAlumnos
Gran Buenos Aires;BERAZATEGUI;Privado;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1749;70;15;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1834
Gran Buenos Aires;BERAZATEGUI;Privado;Urbano;13°/14°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;52;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;52
Gran Buenos Aires;BERAZATEGUI;Privado;Urbano;2°;     ;     ;     ;     ;     ;     ;     ;2411;27;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2438
Gran Buenos Aires;BERAZATEGUI;Privado;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;     ;2510;33;3;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2546
Gran Buenos Aires;BERAZATEGUI;Privado;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;     ;2477;10;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2487
Gran Buenos Aires;BERAZATEGUI;Privado;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2450;8;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2458
Gran Buenos Aires;BERAZATEGUI;Privado;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2334;19;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2354
Gran Buenos Aires;BERAZATEGUI;Privado;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2049;66;3;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2119
Gran Buenos Aires;BERAZATEGUI;Privado;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1875;74;7;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1957
Gran Buenos Aires;BERAZATEGUI;Privado;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1836;106;9;1;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1953
Gran Buenos Aires;BERAZATEGUI;Privado;Urbano;Deambuladores;     ;22;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;22
Gran Buenos Aires;BERAZATEGUI;Privado;Urbano;Lactantes;3;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3
Gran Buenos Aires;BERAZATEGUI;Privado;Urbano;Sala de 2;     ;     ;219;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;219
Gran Buenos Aires;BERAZATEGUI;Privado;Urbano;Sala de 3;     ;     ;     ;1157;8;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1165
Gran Buenos Aires;BERAZATEGUI;Privado;Urbano;Sala de 4;     ;     ;     ;     ;1561;8;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1569
Gran Buenos Aires;BERAZATEGUI;Privado;Urbano;Sala de 5;     ;     ;     ;     ;     ;1713;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1713
Gran Buenos Aires;BERAZATEGUI;Privado;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;67;61;65;80;66;51;53;61;48;52;51;66;750;1471
Gran Buenos Aires;ESTEBAN ECHEVERRIA;Estatal;Urbano;1°;     ;     ;     ;     ;     ;     ;4244;9;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4255
Gran Buenos Aires;ESTEBAN ECHEVERRIA;Estatal;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3080;805;443;113;24;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4465
Gran Buenos Aires;ESTEBAN ECHEVERRIA;Estatal;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2649;724;270;96;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3739
Gran Buenos Aires;ESTEBAN ECHEVERRIA;Estatal;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2202;548;189;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2939
Gran Buenos Aires;ESTEBAN ECHEVERRIA;Estatal;Urbano;13°/14°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;29;3;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;32
Gran Buenos Aires;ESTEBAN ECHEVERRIA;Estatal;Urbano;2°;     ;     ;     ;     ;     ;     ;     ;4371;292;29;5;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4697
Gran Buenos Aires;ESTEBAN ECHEVERRIA;Estatal;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;     ;4484;376;37;8;     ;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4906
Gran Buenos Aires;ESTEBAN ECHEVERRIA;Estatal;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;     ;4374;297;97;16;3;2;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4791
Gran Buenos Aires;ESTEBAN ECHEVERRIA;Estatal;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4233;308;84;19;8;5;1;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4659
Gran Buenos Aires;ESTEBAN ECHEVERRIA;Estatal;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4184;292;77;19;6;4;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4583
Gran Buenos Aires;ESTEBAN ECHEVERRIA;Estatal;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3841;589;196;83;38;19;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4766
Gran Buenos Aires;ESTEBAN ECHEVERRIA;Estatal;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3585;769;288;128;50;17;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4837
Gran Buenos Aires;ESTEBAN ECHEVERRIA;Estatal;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3332;806;303;158;43;9;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4651
Gran Buenos Aires;ESTEBAN ECHEVERRIA;Estatal;Urbano;Sala de 3;     ;     ;     ;1308;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1308
Gran Buenos Aires;ESTEBAN ECHEVERRIA;Estatal;Urbano;Sala de 4;     ;     ;     ;     ;2843;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2843
Gran Buenos Aires;ESTEBAN ECHEVERRIA;Estatal;Urbano;Sala de 5;     ;     ;     ;     ;     ;3817;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3817
Gran Buenos Aires;ESTEBAN ECHEVERRIA;Estatal;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;75;169;170;232;234;209;233;190;199;177;178;171;1104;3341
Gran Buenos Aires;ESTEBAN ECHEVERRIA;Privado;Urbano; ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;0
Gran Buenos Aires;ESTEBAN ECHEVERRIA;Privado;Urbano;1°;     ;     ;     ;     ;     ;     ;1595;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1597
Gran Buenos Aires;ESTEBAN ECHEVERRIA;Privado;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1290;57;5;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1352
Gran Buenos Aires;ESTEBAN ECHEVERRIA;Privado;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1246;61;6;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1313
Gran Buenos Aires;ESTEBAN ECHEVERRIA;Privado;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1179;98;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1279
Gran Buenos Aires;ESTEBAN ECHEVERRIA;Privado;Urbano;13°/14°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;26;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;26
Gran Buenos Aires;ESTEBAN ECHEVERRIA;Privado;Urbano;2°;     ;     ;     ;     ;     ;     ;     ;1681;19;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1700
Gran Buenos Aires;ESTEBAN ECHEVERRIA;Privado;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;     ;1601;19;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1620
Gran Buenos Aires;ESTEBAN ECHEVERRIA;Privado;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;     ;1693;12;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1706
Gran Buenos Aires;ESTEBAN ECHEVERRIA;Privado;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1570;9;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1580
Gran Buenos Aires;ESTEBAN ECHEVERRIA;Privado;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1602;17;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1619
Gran Buenos Aires;ESTEBAN ECHEVERRIA;Privado;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1472;35;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1508
Gran Buenos Aires;ESTEBAN ECHEVERRIA;Privado;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1470;50;2;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1523
Gran Buenos Aires;ESTEBAN ECHEVERRIA;Privado;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1371;68;6;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1445
Gran Buenos Aires;ESTEBAN ECHEVERRIA;Privado;Urbano;Deambuladores;     ;99;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;99
Gran Buenos Aires;ESTEBAN ECHEVERRIA;Privado;Urbano;Lactantes;12;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;12
Gran Buenos Aires;ESTEBAN ECHEVERRIA;Privado;Urbano;Sala de 2;     ;     ;278;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;278
Gran Buenos Aires;ESTEBAN ECHEVERRIA;Privado;Urbano;Sala de 3;     ;     ;     ;1029;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1029
Gran Buenos Aires;ESTEBAN ECHEVERRIA;Privado;Urbano;Sala de 4;     ;     ;     ;     ;1306;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1306
Gran Buenos Aires;ESTEBAN ECHEVERRIA;Privado;Urbano;Sala de 5;     ;     ;     ;     ;     ;1402;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1402
Gran Buenos Aires;ESTEBAN ECHEVERRIA;Privado;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;40;38;49;37;38;50;30;22;20;20;20;22;33;419
Gran Buenos Aires;EZEIZA;Estatal;Urbano; ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;0
Gran Buenos Aires;EZEIZA;Estatal;Urbano;1°;     ;     ;     ;     ;     ;     ;2832;5;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2837
Gran Buenos Aires;EZEIZA;Estatal;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2116;596;208;56;8;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2984
Gran Buenos Aires;EZEIZA;Estatal;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1871;620;175;34;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2700
Gran Buenos Aires;EZEIZA;Estatal;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1668;503;134;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2305
Gran Buenos Aires;EZEIZA;Estatal;Urbano;13°/14°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;155;17;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;172
Gran Buenos Aires;EZEIZA;Estatal;Urbano;2°;     ;     ;     ;     ;     ;     ;     ;2835;25;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2861
Gran Buenos Aires;EZEIZA;Estatal;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;     ;3107;63;2;1;3;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3176
Gran Buenos Aires;EZEIZA;Estatal;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;     ;2944;56;12;2;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3016
Gran Buenos Aires;EZEIZA;Estatal;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3008;82;16;3;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3109
Gran Buenos Aires;EZEIZA;Estatal;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3032;62;11;1;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3107
Gran Buenos Aires;EZEIZA;Estatal;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2662;361;53;70;63;39;3;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3251
Gran Buenos Aires;EZEIZA;Estatal;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2424;467;77;16;4;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2988
Gran Buenos Aires;EZEIZA;Estatal;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2342;442;105;16;5;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2910
Gran Buenos Aires;EZEIZA;Estatal;Urbano;Sala de 2;     ;     ;25;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;25
Gran Buenos Aires;EZEIZA;Estatal;Urbano;Sala de 3;     ;     ;     ;1186;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1186
Gran Buenos Aires;EZEIZA;Estatal;Urbano;Sala de 4;     ;     ;     ;     ;2343;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2343
Gran Buenos Aires;EZEIZA;Estatal;Urbano;Sala de 5;     ;     ;     ;     ;     ;2717;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2717
Gran Buenos Aires;EZEIZA;Estatal;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;26;44;76;127;138;153;141;151;95;26;11;11;9;1008
Gran Buenos Aires;EZEIZA;Privado;Urbano; ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;0
Gran Buenos Aires;EZEIZA;Privado;Urbano;1°;     ;     ;     ;     ;     ;     ;1090;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1090
Gran Buenos Aires;EZEIZA;Privado;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;827;43;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;871
Gran Buenos Aires;EZEIZA;Privado;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;714;35;4;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;754
Gran Buenos Aires;EZEIZA;Privado;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;678;25;3;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;706
Gran Buenos Aires;EZEIZA;Privado;Urbano;13°/14°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;82;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;82
Gran Buenos Aires;EZEIZA;Privado;Urbano;2°;     ;     ;     ;     ;     ;     ;     ;1122;5;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1127
Gran Buenos Aires;EZEIZA;Privado;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;     ;1138;4;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1142
Gran Buenos Aires;EZEIZA;Privado;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;     ;1117;7;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1124
Gran Buenos Aires;EZEIZA;Privado;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1064;4;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1068
Gran Buenos Aires;EZEIZA;Privado;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1052;3;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1055
Gran Buenos Aires;EZEIZA;Privado;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;986;39;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1026
Gran Buenos Aires;EZEIZA;Privado;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;947;51;3;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1002
